file 	lang 	files 	blanks 	comments 	code
F:\ALIFE\cloc\2018-06-08-AndroidV2-32_blackberry_full.scv	XML	3	9	3	514
F:\ALIFE\cloc\2018-06-08-AndroidV2-32_blackberry_lite.scv	Java	7	51	8	163
F:\ALIFE\cloc\2018-06-08-AndroidV2-32_blackberry_lite.scv	XML	10	20	27	512
F:\ALIFE\cloc\2018-06-08-AndroidV2-34_library_common_and.scv	Java	20	268	148	1245
F:\ALIFE\cloc\2018-06-08-AndroidV2-34_library_common_and.scv	XML	1	3	0	12
F:\ALIFE\cloc\2018-06-08-AndroidV2-34_library_facebook.scv	Java	74	2734	6835	12223
F:\ALIFE\cloc\2018-06-08-AndroidV2-34_library_facebook.scv	XML	29	120	335	515
F:\ALIFE\cloc\2018-06-08-AndroidV2-34_library_facebook.scv	Ant	1	16	55	12
F:\ALIFE\cloc\2018-06-08-AndroidV2-34_library_google_maps.scv	Java	3	87	34	355
F:\ALIFE\cloc\2018-06-08-AndroidV2-34_library_google_maps.scv	XML	10	23	4	283
F:\ALIFE\cloc\2018-06-08-AndroidV2-34_library_google_maps2.scv	Java	3	52	1	198
F:\ALIFE\cloc\2018-06-08-AndroidV2-34_library_google_maps2.scv	XML	15	38	32	271
F:\ALIFE\cloc\2018-06-08-AndroidV2-34_library_web_maps.scv	Java	5	123	62	448
F:\ALIFE\cloc\2018-06-08-AndroidV2-34_library_web_maps.scv	XML	4	9	0	37
F:\ALIFE\cloc\2018-06-08-AndroidV2-34_library_web_maps.scv	HTML	1	14	0	77
F:\ALIFE\cloc\2018-06-08.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-06-08.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-06-08.scv	Ant	21	174	115	753
F:\ALIFE\cloc\2018-06-08.scv	HTML	2281	30800	21869	517149
F:\ALIFE\cloc\2018-06-08.scv	JSON	4	0	0	4
F:\ALIFE\cloc\2018-06-08.scv	TypeScript	1	0	0	33
F:\ALIFE\cloc\2018-06-08.scv	IDL	2	1	0	5
F:\ALIFE\cloc\2018-06-08.scv	Javascript	625	27690	38431	145760
F:\ALIFE\cloc\2018-06-08.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-06-08.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-06-08.scv	make	5	33	21	441
F:\ALIFE\cloc\2018-06-08.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-06-08.scv	Java	1440	40116	35705	146322
F:\ALIFE\cloc\2018-06-08.scv	CSS	179	10193	3911	55270
F:\ALIFE\cloc\2018-06-08.scv	C++	18	318	201	1749
F:\ALIFE\cloc\2018-06-08.scv	Visualforce Component	17	0	0	154
F:\ALIFE\cloc\2018-06-08.scv	JSP	137	2522	2143	12879
F:\ALIFE\cloc\2018-06-08.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-06-08.scv	XSD	17	397	4	3403
F:\ALIFE\cloc\2018-06-08.scv	Objective C	418	26186	17421	84366
F:\ALIFE\cloc\2018-06-08.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-06-08.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-06-08.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-06-08.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-06-08.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-06-08.scv	C/C++ Header	738	9774	21637	25808
F:\ALIFE\cloc\2018-06-08.scv	QML	1	5	1	45
F:\ALIFE\cloc\2018-06-08.scv	XML	825	9832	1978	180371
F:\ALIFE\cloc\2018-06-08.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-06-08.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-06-15-AndroidV2-30_project.scv	Java	361	10471	4168	40699
F:\ALIFE\cloc\2018-06-15-AndroidV2-30_project.scv	XML	333	4526	707	26946
F:\ALIFE\cloc\2018-06-15-AndroidV2-30_project.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-06-15-AndroidV2-30_project.scv	HTML	6	51	0	265
F:\ALIFE\cloc\2018-06-15-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-06-15-AndroidV2-30_project_alpha.scv	Java	33	670	79	2437
F:\ALIFE\cloc\2018-06-15-AndroidV2-30_project_alpha.scv	XML	30	309	13	2647
F:\ALIFE\cloc\2018-06-15-AndroidV2-30_project_alpha.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-06-15-AndroidV2-30_project_alpha.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-06-15-AndroidV2-31_android_demo.scv	Java	3	19	5	58
F:\ALIFE\cloc\2018-06-15-AndroidV2-31_android_demo.scv	XML	4	16	13	546
F:\ALIFE\cloc\2018-06-15-AndroidV2-31_android_demo.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-06-15-AndroidV2-31_android_demo.scv	Javascript	10	2393	3598	11681
F:\ALIFE\cloc\2018-06-15-AndroidV2-31_android_demo.scv	HTML	6	51	0	250
F:\ALIFE\cloc\2018-06-15-AndroidV2-31_android_full.scv	Java	3	18	17	48
F:\ALIFE\cloc\2018-06-15-AndroidV2-31_android_full.scv	XML	4	26	14	546
F:\ALIFE\cloc\2018-06-15-AndroidV2-31_android_full.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-06-15-AndroidV2-31_android_full.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-06-15-AndroidV2-31_android_full.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-06-15-AndroidV2-31_android_lite.scv	Java	8	69	21	240
F:\ALIFE\cloc\2018-06-15-AndroidV2-31_android_lite.scv	XML	10	32	40	613
F:\ALIFE\cloc\2018-06-15-AndroidV2-31_android_lite.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-06-15-AndroidV2-31_android_lite.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-06-15-AndroidV2-32_blackberry_full.scv	Java	3	13	17	23
F:\ALIFE\cloc\2018-06-15-AndroidV2-32_blackberry_full.scv	XML	3	9	3	514
F:\ALIFE\cloc\2018-06-15-AndroidV2-32_blackberry_lite.scv	Java	7	51	8	163
F:\ALIFE\cloc\2018-06-15-AndroidV2-32_blackberry_lite.scv	XML	10	20	27	512
F:\ALIFE\cloc\2018-06-15-AndroidV2-34_library_common_and.scv	Java	20	268	148	1245
F:\ALIFE\cloc\2018-06-15-AndroidV2-34_library_common_and.scv	XML	1	3	0	12
F:\ALIFE\cloc\2018-06-15-AndroidV2-34_library_facebook.scv	Java	74	2734	6835	12223
F:\ALIFE\cloc\2018-06-15-AndroidV2-34_library_facebook.scv	XML	33	133	335	627
F:\ALIFE\cloc\2018-06-15-AndroidV2-34_library_facebook.scv	Ant	1	16	55	12
F:\ALIFE\cloc\2018-06-15-AndroidV2-34_library_google_maps.scv	Java	3	87	34	355
F:\ALIFE\cloc\2018-06-15-AndroidV2-34_library_google_maps.scv	XML	10	23	4	283
F:\ALIFE\cloc\2018-06-15-AndroidV2-34_library_google_maps2.scv	Java	3	52	1	198
F:\ALIFE\cloc\2018-06-15-AndroidV2-34_library_google_maps2.scv	XML	15	38	32	271
F:\ALIFE\cloc\2018-06-15-AndroidV2-34_library_web_maps.scv	Java	5	123	62	448
F:\ALIFE\cloc\2018-06-15-AndroidV2-34_library_web_maps.scv	XML	4	9	0	37
F:\ALIFE\cloc\2018-06-15-AndroidV2-34_library_web_maps.scv	HTML	1	14	0	77
F:\ALIFE\cloc\2018-06-15.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-06-15.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-06-15.scv	Ant	21	174	115	753
F:\ALIFE\cloc\2018-06-15.scv	HTML	2281	30800	21869	517149
F:\ALIFE\cloc\2018-06-15.scv	JSON	4	0	0	4
F:\ALIFE\cloc\2018-06-15.scv	TypeScript	1	0	0	33
F:\ALIFE\cloc\2018-06-15.scv	IDL	2	1	0	5
F:\ALIFE\cloc\2018-06-15.scv	Javascript	625	27690	38431	145760
F:\ALIFE\cloc\2018-06-15.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-06-15.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-06-15.scv	make	5	33	21	441
F:\ALIFE\cloc\2018-06-15.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-06-15.scv	Java	1452	40440	35706	147275
F:\ALIFE\cloc\2018-06-15.scv	CSS	179	10193	3911	55270
F:\ALIFE\cloc\2018-06-15.scv	C++	18	318	201	1749
F:\ALIFE\cloc\2018-06-15.scv	Visualforce Component	17	0	0	154
F:\ALIFE\cloc\2018-06-15.scv	JSP	137	2522	2143	12879
F:\ALIFE\cloc\2018-06-15.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-06-15.scv	XSD	17	397	4	3403
F:\ALIFE\cloc\2018-06-15.scv	Objective C	420	26317	17560	84731
F:\ALIFE\cloc\2018-06-15.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-06-15.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-06-15.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-06-15.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-06-15.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-06-15.scv	C/C++ Header	743	9835	21691	25950
F:\ALIFE\cloc\2018-06-15.scv	QML	1	5	1	45
F:\ALIFE\cloc\2018-06-15.scv	XML	842	10081	1976	181764
F:\ALIFE\cloc\2018-06-15.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-06-15.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-06-22-AndroidV2-30_project.scv	Java	363	10535	4156	40913
F:\ALIFE\cloc\2018-06-22-AndroidV2-30_project.scv	XML	333	4530	707	26952
F:\ALIFE\cloc\2018-06-22-AndroidV2-30_project.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-06-22-AndroidV2-30_project.scv	HTML	6	51	0	265
F:\ALIFE\cloc\2018-06-22-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-06-22-AndroidV2-30_project_alpha.scv	Java	42	1010	93	3583
F:\ALIFE\cloc\2018-06-22-AndroidV2-30_project_alpha.scv	XML	34	325	17	2691
F:\ALIFE\cloc\2018-06-22-AndroidV2-30_project_alpha.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-06-22-AndroidV2-30_project_alpha.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-06-22-AndroidV2-31_android_demo.scv	Java	3	19	5	58
F:\ALIFE\cloc\2018-06-22-AndroidV2-31_android_demo.scv	XML	4	16	13	546
F:\ALIFE\cloc\2018-06-22-AndroidV2-31_android_demo.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-06-22-AndroidV2-31_android_demo.scv	Javascript	10	2393	3598	11681
F:\ALIFE\cloc\2018-06-22-AndroidV2-31_android_demo.scv	HTML	6	51	0	250
F:\ALIFE\cloc\2018-06-22-AndroidV2-31_android_full.scv	Java	3	18	17	48
F:\ALIFE\cloc\2018-06-22-AndroidV2-31_android_full.scv	XML	4	26	14	546
F:\ALIFE\cloc\2018-06-22-AndroidV2-31_android_full.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-06-22-AndroidV2-31_android_full.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-06-22-AndroidV2-31_android_full.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-06-22-AndroidV2-31_android_lite.scv	Java	8	69	21	240
F:\ALIFE\cloc\2018-06-22-AndroidV2-31_android_lite.scv	XML	10	32	40	613
F:\ALIFE\cloc\2018-06-22-AndroidV2-31_android_lite.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-06-22-AndroidV2-31_android_lite.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-06-22-AndroidV2-32_blackberry_full.scv	Java	3	13	17	23
F:\ALIFE\cloc\2018-06-22-AndroidV2-32_blackberry_full.scv	XML	3	9	3	514
F:\ALIFE\cloc\2018-06-22-AndroidV2-32_blackberry_lite.scv	Java	7	51	8	163
F:\ALIFE\cloc\2018-06-22-AndroidV2-32_blackberry_lite.scv	XML	10	20	27	512
F:\ALIFE\cloc\2018-06-22-AndroidV2-34_library_common_and.scv	Java	20	268	148	1245
F:\ALIFE\cloc\2018-06-22-AndroidV2-34_library_common_and.scv	XML	1	3	0	12
F:\ALIFE\cloc\2018-06-22-AndroidV2-34_library_facebook.scv	Java	74	2734	6835	12223
F:\ALIFE\cloc\2018-06-22-AndroidV2-34_library_facebook.scv	XML	33	133	335	627
F:\ALIFE\cloc\2018-06-22-AndroidV2-34_library_facebook.scv	Ant	1	16	55	12
F:\ALIFE\cloc\2018-06-22-AndroidV2-34_library_google_maps.scv	Java	3	87	34	355
F:\ALIFE\cloc\2018-06-22-AndroidV2-34_library_google_maps.scv	XML	10	23	4	283
F:\ALIFE\cloc\2018-06-22-AndroidV2-34_library_google_maps2.scv	Java	3	52	1	198
F:\ALIFE\cloc\2018-06-22-AndroidV2-34_library_google_maps2.scv	XML	15	38	32	271
F:\ALIFE\cloc\2018-06-22-AndroidV2-34_library_web_maps.scv	Java	5	123	62	448
F:\ALIFE\cloc\2018-06-22-AndroidV2-34_library_web_maps.scv	XML	4	9	0	37
F:\ALIFE\cloc\2018-06-22-AndroidV2-34_library_web_maps.scv	HTML	1	14	0	77
F:\ALIFE\cloc\2018-06-22.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-06-22.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-06-22.scv	Ant	21	174	115	753
F:\ALIFE\cloc\2018-06-22.scv	HTML	2281	30800	21869	517149
F:\ALIFE\cloc\2018-06-22.scv	JSON	4	0	0	4
F:\ALIFE\cloc\2018-06-22.scv	TypeScript	1	0	0	33
F:\ALIFE\cloc\2018-06-22.scv	IDL	2	1	0	5
F:\ALIFE\cloc\2018-06-22.scv	Javascript	629	30386	42359	158244
F:\ALIFE\cloc\2018-06-22.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-06-22.scv	JavaServer Faces	10	90	0	438
F:\ALIFE\cloc\2018-06-22.scv	make	5	33	21	441
F:\ALIFE\cloc\2018-06-22.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-06-22.scv	Java	1484	41229	35919	149796
F:\ALIFE\cloc\2018-06-22.scv	CSS	180	10263	3936	55568
F:\ALIFE\cloc\2018-06-22.scv	C++	18	318	201	1749
F:\ALIFE\cloc\2018-06-22.scv	Visualforce Component	17	0	0	154
F:\ALIFE\cloc\2018-06-22.scv	JSP	139	2553	2143	12993
F:\ALIFE\cloc\2018-06-22.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-06-22.scv	XSD	17	397	4	3403
F:\ALIFE\cloc\2018-06-22.scv	Objective C	599	37685	24567	120662
F:\ALIFE\cloc\2018-06-22.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-06-22.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-06-22.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-06-22.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-06-22.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-06-22.scv	C/C++ Header	990	12576	24783	32950
F:\ALIFE\cloc\2018-06-22.scv	QML	1	5	1	45
F:\ALIFE\cloc\2018-06-22.scv	XML	850	10140	1980	184437
F:\ALIFE\cloc\2018-06-22.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-06-22.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-06-29-AndroidV2-30_project.scv	Java	363	10553	4160	40979
F:\ALIFE\cloc\2018-06-29-AndroidV2-30_project.scv	XML	333	4530	707	26952
F:\ALIFE\cloc\2018-06-29-AndroidV2-30_project.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-06-29-AndroidV2-30_project.scv	HTML	6	51	0	265
F:\ALIFE\cloc\2018-06-29-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-06-29-AndroidV2-30_project_alpha.scv	Java	44	1034	96	3683
F:\ALIFE\cloc\2018-06-29-AndroidV2-30_project_alpha.scv	XML	35	392	13	3269
F:\ALIFE\cloc\2018-06-29-AndroidV2-30_project_alpha.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-06-29-AndroidV2-30_project_alpha.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-06-29-AndroidV2-31_android_demo.scv	Java	3	19	5	58
F:\ALIFE\cloc\2018-06-29-AndroidV2-31_android_demo.scv	XML	4	16	13	546
F:\ALIFE\cloc\2018-06-29-AndroidV2-31_android_demo.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-06-29-AndroidV2-31_android_demo.scv	Javascript	10	2393	3598	11681
F:\ALIFE\cloc\2018-06-29-AndroidV2-31_android_demo.scv	HTML	6	51	0	250
F:\ALIFE\cloc\2018-06-29-AndroidV2-31_android_full.scv	Java	3	18	17	48
F:\ALIFE\cloc\2018-06-29-AndroidV2-31_android_full.scv	XML	4	26	14	546
F:\ALIFE\cloc\2018-06-29-AndroidV2-31_android_full.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-06-29-AndroidV2-31_android_full.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-06-29-AndroidV2-31_android_full.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-06-29-AndroidV2-31_android_lite.scv	Java	8	69	21	240
F:\ALIFE\cloc\2018-06-29-AndroidV2-31_android_lite.scv	XML	10	32	40	613
F:\ALIFE\cloc\2018-06-29-AndroidV2-31_android_lite.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-06-29-AndroidV2-31_android_lite.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-06-29-AndroidV2-32_blackberry_full.scv	Java	3	13	17	23
F:\ALIFE\cloc\2018-06-29-AndroidV2-32_blackberry_full.scv	XML	3	9	3	514
F:\ALIFE\cloc\2018-06-29-AndroidV2-32_blackberry_lite.scv	Java	7	51	8	163
F:\ALIFE\cloc\2018-06-29-AndroidV2-32_blackberry_lite.scv	XML	10	20	27	512
F:\ALIFE\cloc\2018-06-29-AndroidV2-34_library_common_and.scv	Java	20	268	148	1245
F:\ALIFE\cloc\2018-06-29-AndroidV2-34_library_common_and.scv	XML	1	3	0	12
F:\ALIFE\cloc\2018-06-29-AndroidV2-34_library_facebook.scv	Java	74	2734	6835	12223
F:\ALIFE\cloc\2018-06-29-AndroidV2-34_library_facebook.scv	XML	33	133	335	627
F:\ALIFE\cloc\2018-06-29-AndroidV2-34_library_facebook.scv	Ant	1	16	55	12
F:\ALIFE\cloc\2018-06-29-AndroidV2-34_library_google_maps.scv	Java	3	87	34	355
F:\ALIFE\cloc\2018-06-29-AndroidV2-34_library_google_maps.scv	XML	10	23	4	283
F:\ALIFE\cloc\2018-06-29-AndroidV2-34_library_google_maps2.scv	Java	3	52	1	198
F:\ALIFE\cloc\2018-06-29-AndroidV2-34_library_google_maps2.scv	XML	15	38	32	271
F:\ALIFE\cloc\2018-06-29-AndroidV2-34_library_web_maps.scv	Java	5	123	62	448
F:\ALIFE\cloc\2018-06-29-AndroidV2-34_library_web_maps.scv	XML	4	9	0	37
F:\ALIFE\cloc\2018-06-29-AndroidV2-34_library_web_maps.scv	HTML	1	14	0	77
F:\ALIFE\cloc\2018-06-29.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-06-29.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-06-29.scv	Ant	21	174	115	753
F:\ALIFE\cloc\2018-06-29.scv	HTML	2281	30800	21869	517149
F:\ALIFE\cloc\2018-06-29.scv	JSON	4	0	0	4
F:\ALIFE\cloc\2018-06-29.scv	TypeScript	1	0	0	33
F:\ALIFE\cloc\2018-06-29.scv	IDL	2	1	0	5
F:\ALIFE\cloc\2018-06-29.scv	Javascript	629	30386	42359	158244
F:\ALIFE\cloc\2018-06-29.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-06-29.scv	JavaServer Faces	10	90	0	438
F:\ALIFE\cloc\2018-06-29.scv	make	5	33	21	441
F:\ALIFE\cloc\2018-06-29.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-06-29.scv	Java	1488	41374	35947	150252
F:\ALIFE\cloc\2018-06-29.scv	CSS	180	10263	3936	55568
F:\ALIFE\cloc\2018-06-29.scv	C++	18	318	201	1749
F:\ALIFE\cloc\2018-06-29.scv	Visualforce Component	17	0	0	154
F:\ALIFE\cloc\2018-06-29.scv	JSP	139	2553	2143	12993
F:\ALIFE\cloc\2018-06-29.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-06-29.scv	XSD	17	397	4	3403
F:\ALIFE\cloc\2018-06-29.scv	Objective C	601	38210	24791	122487
F:\ALIFE\cloc\2018-06-29.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-06-29.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-06-29.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-06-29.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-06-29.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-06-29.scv	C/C++ Header	992	12637	24849	33090
F:\ALIFE\cloc\2018-06-29.scv	QML	1	5	1	45
F:\ALIFE\cloc\2018-06-29.scv	XML	851	10207	1976	185015
F:\ALIFE\cloc\2018-06-29.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-06-29.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-07-06-AndroidV2-30_project.scv	Java	365	10645	4200	41232
F:\ALIFE\cloc\2018-07-06-AndroidV2-30_project.scv	XML	333	4535	709	27041
F:\ALIFE\cloc\2018-07-06-AndroidV2-30_project.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-07-06-AndroidV2-30_project.scv	HTML	6	51	0	265
F:\ALIFE\cloc\2018-07-06-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-07-06-AndroidV2-30_project_alpha.scv	Java	44	1011	117	3644
F:\ALIFE\cloc\2018-07-06-AndroidV2-30_project_alpha.scv	XML	35	399	13	3322
F:\ALIFE\cloc\2018-07-06-AndroidV2-30_project_alpha.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-07-06-AndroidV2-30_project_alpha.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-07-06-AndroidV2-31_android_demo.scv	Java	3	19	5	58
F:\ALIFE\cloc\2018-07-06-AndroidV2-31_android_demo.scv	XML	4	16	13	546
F:\ALIFE\cloc\2018-07-06-AndroidV2-31_android_demo.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-07-06-AndroidV2-31_android_demo.scv	Javascript	10	2393	3598	11681
F:\ALIFE\cloc\2018-07-06-AndroidV2-31_android_demo.scv	HTML	6	51	0	250
F:\ALIFE\cloc\2018-07-06-AndroidV2-31_android_full.scv	Java	3	18	17	48
F:\ALIFE\cloc\2018-07-06-AndroidV2-31_android_full.scv	XML	4	26	14	550
F:\ALIFE\cloc\2018-07-06-AndroidV2-31_android_full.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-07-06-AndroidV2-31_android_full.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-07-06-AndroidV2-31_android_full.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-07-06-AndroidV2-31_android_lite.scv	Java	8	69	21	240
F:\ALIFE\cloc\2018-07-06-AndroidV2-31_android_lite.scv	XML	10	32	40	617
F:\ALIFE\cloc\2018-07-06-AndroidV2-31_android_lite.scv	Javascript	11	2780	4048	13328
F:\ALIFE\cloc\2018-07-06-AndroidV2-31_android_lite.scv	HTML	5	41	0	227
F:\ALIFE\cloc\2018-07-06-AndroidV2-32_blackberry_full.scv	Java	3	13	17	23
F:\ALIFE\cloc\2018-07-06-AndroidV2-32_blackberry_full.scv	XML	3	9	3	514
F:\ALIFE\cloc\2018-07-06-AndroidV2-32_blackberry_lite.scv	Java	7	51	8	163
F:\ALIFE\cloc\2018-07-06-AndroidV2-32_blackberry_lite.scv	XML	10	20	27	512
F:\ALIFE\cloc\2018-07-06-AndroidV2-34_library_common_and.scv	Java	20	270	148	1268
F:\ALIFE\cloc\2018-07-06-AndroidV2-34_library_common_and.scv	XML	1	3	0	12
F:\ALIFE\cloc\2018-07-06-AndroidV2-34_library_facebook.scv	Java	74	2734	6835	12223
F:\ALIFE\cloc\2018-07-06-AndroidV2-34_library_facebook.scv	XML	33	133	335	627
F:\ALIFE\cloc\2018-07-06-AndroidV2-34_library_facebook.scv	Ant	1	16	55	12
F:\ALIFE\cloc\2018-07-06-AndroidV2-34_library_google_maps.scv	Java	3	87	34	355
F:\ALIFE\cloc\2018-07-06-AndroidV2-34_library_google_maps.scv	XML	10	23	4	283
F:\ALIFE\cloc\2018-07-06-AndroidV2-34_library_google_maps2.scv	Java	3	52	1	198
F:\ALIFE\cloc\2018-07-06-AndroidV2-34_library_google_maps2.scv	XML	15	38	32	271
F:\ALIFE\cloc\2018-07-06-AndroidV2-34_library_web_maps.scv	Java	5	123	62	448
F:\ALIFE\cloc\2018-07-06-AndroidV2-34_library_web_maps.scv	XML	4	9	0	37
F:\ALIFE\cloc\2018-07-06-AndroidV2-34_library_web_maps.scv	HTML	1	14	0	77
F:\ALIFE\cloc\2018-07-06.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-07-06.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-07-06.scv	Ant	21	174	115	753
F:\ALIFE\cloc\2018-07-06.scv	HTML	2281	30800	21869	517149
F:\ALIFE\cloc\2018-07-06.scv	JSON	4	0	0	4
F:\ALIFE\cloc\2018-07-06.scv	TypeScript	1	0	0	33
F:\ALIFE\cloc\2018-07-06.scv	IDL	2	1	0	5
F:\ALIFE\cloc\2018-07-06.scv	Javascript	629	30386	42359	158244
F:\ALIFE\cloc\2018-07-06.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-07-06.scv	JavaServer Faces	10	90	0	438
F:\ALIFE\cloc\2018-07-06.scv	make	5	33	21	441
F:\ALIFE\cloc\2018-07-06.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-07-06.scv	Java	1491	41455	36008	150511
F:\ALIFE\cloc\2018-07-06.scv	CSS	180	10263	3936	55568
F:\ALIFE\cloc\2018-07-06.scv	C++	18	318	201	1749
F:\ALIFE\cloc\2018-07-06.scv	Visualforce Component	17	0	0	154
F:\ALIFE\cloc\2018-07-06.scv	JSP	139	2553	2143	12993
F:\ALIFE\cloc\2018-07-06.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-07-06.scv	XSD	17	397	4	3403
F:\ALIFE\cloc\2018-07-06.scv	Objective C	599	37881	24110	121429
F:\ALIFE\cloc\2018-07-06.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-07-06.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-07-06.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-07-06.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-07-06.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-07-06.scv	C/C++ Header	996	12699	24898	33230
F:\ALIFE\cloc\2018-07-06.scv	QML	1	5	1	45
