File,Total Time,Coding %,Debugging %,Testing %,FC% Flow Complexity,OV% Object Vocabulary,OC% Object Conjuration,AI% Arithmetic Intricacy,DT% Data Transfer,ID% Inline Data,CS% Code Structure,CM% Comments,CCR Code to Comment Ratio,ECF Essential Comment Factor,CSM Code Structure Modularity,LD Logic Density,SDE Source Divergence Entropy,IDF Information Diversity Factor,OCF Object Convolution Factor,LLOC Logical Lines of Code,Multi Line Comments,Single Line Comments,High Quality Comments,Strings,Numeric Constants,Code Nature,Quality Notes Count,Quality Notes Detail,
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\MeasurementVariabilityActivity.java,73,46,32,22,27,38,19,0,8,0,7,0,8,24,141,47,46,327,34,185,0,16,15,16,17,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\MeasurementWeightActivity.java,93,47,32,21,25,41,19,2,8,0,6,0,1,5,127,52,42,289,35,219,0,4,4,19,14,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\MeasurementWeightGraphActivity.java,10,48,32,20,22,56,10,0,4,0,7,0,0,0,223,13,34,114,21,21,0,0,0,0,4,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\dao\helper\MeasurementDefinition.java,34,48,31,21,13,41,27,3,9,1,8,0,0,3,117,44,43,413,36,112,1,0,1,26,15,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\dao\helper\MeasurementModelDefinition.java,18,47,32,21,20,42,22,1,7,0,7,0,7,21,141,40,41,332,33,54,0,5,4,10,3,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\dao\helper\MeasurementModelPartDefinition.java,21,49,31,21,12,46,25,1,8,0,8,0,4,13,126,34,40,335,35,66,0,4,3,15,1,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\dao\helper\MeasurementPartDefinition.java,17,49,31,20,11,51,21,1,7,0,7,0,6,17,134,32,38,260,33,49,0,4,3,10,1,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\dao\MeasurementDaoComponent.java,17,50,31,19,13,63,16,0,4,0,4,1,24,109,62,6,33,158,25,49,11,1,12,0,0,Normal,0,
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\dao\MeasurementDaoComponentImpl.java,142,42,35,23,43,22,21,0,7,0,6,0,5,15,151,53,52,591,35,376,0,22,22,10,24,Data Manipulation Oriented,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\fagments\BackPressedWarningDialog.java,8,51,30,20,10,63,13,0,4,0,9,0,0,0,279,9,31,133,24,20,0,0,0,0,1,Normal,1,* Code structure may be too fragmented. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\fagments\TimestampFragment.java,30,49,31,21,11,48,24,0,7,0,9,0,0,0,159,30,35,316,31,107,0,0,0,4,0,Normal,1,* Needs more comments. 
